,public_client_id,taxa_Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Adlercreutzia,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides,taxa_Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenellaceae_R-7_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae_1.Clostridium_sensu_stricto_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales_vadinBB60_group.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_AD3011_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_3,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Fusicatenibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.GCA-900066575,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_FCS020_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_ND3007_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_NK4A136_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-010,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Roseburia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerotruncus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Butyricicoccus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Candidatus_Soleaferrea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.DTU089,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.GCA-900066225,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Intestinimonas,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Negativibacillus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_5,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_9,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_NK4A214_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-002,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-003,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-005,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-013,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_2,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.UBA1819,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.nan,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelatoclostridium,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelotrichaceae_UCG-003,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Holdemania,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.nan,taxa_Bacteria.Firmicutes.Negativicutes.Selenomonadales.Acidaminococcaceae.Phascolarctobacterium,taxa_Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Bilophila,taxa_Bacteria.Proteobacteria.Gammaproteobacteria.Betaproteobacteriales.Burkholderiaceae.Parasutterella,taxa_Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia
42,01015440,0,80,0,36930,0,138,1412,2102,0,0,0,0,0,0,9,875,157,854,34,47,337,52,11,4585,121,0,0,0,0,48,115,11,107,1263,16,0,0,58,0,0,296,58,0,0,0,85,0,0,60,0,0,0,22,0,19,0,0,56,0,23,0,0,0,0,893,0,2047,0
43,01015901,0,594,202,44868,695,13007,5005,43,811,218,0,249,142,74,99,601,267,2676,0,194,157,845,129,2423,1255,5,0,356,0,939,296,140,3165,2434,54,20,247,1195,13,125,2373,378,158,469,186,1183,486,152,1471,78,607,257,188,552,636,3274,1132,4326,185,947,125,504,118,0,1082,649,3585,802
44,01016929,917,753,34,106078,1480,0,15135,72,16,88,0,0,126,0,406,4127,832,5892,0,21,927,733,16,3565,1051,30,0,99,12,526,692,191,417,4278,21,49,137,394,6,12,12268,675,49,307,575,864,0,190,452,0,116,0,166,0,542,3,8995,0,218,489,122,172,92,62,0,0,0,240
45,01017180,53,93,497,91615,954,7793,6814,754,3518,128,78,266,178,119,510,8918,2396,13881,357,1240,3872,2711,1305,5304,17403,338,2520,8311,12338,1578,175,468,8479,17855,111,136,172,5867,38,209,26969,271,93,863,196,577,575,431,661,2092,3682,1375,381,936,5512,14902,4377,8011,60,2365,30,1347,209,0,0,616,2502,847
46,01017741,1122,13556,666,49890,398,3892,3024,9281,1871,116,518,67,1927,199,1376,13164,7188,75223,387,3877,790,3016,157,12230,6459,163,309,802,418,1218,161,258,3567,36470,14,1765,20,1879,167,422,12100,204,21,729,81,529,413,3838,346,782,2556,1046,5936,507,1375,787,8295,13486,588,1535,6907,755,289,1393,2203,739,158,20214
47,01017775,0,1346,63,60983,0,3347,5255,220,162,34,0,221,595,45,4,2881,3407,8923,270,0,2985,1051,147,6953,6510,76,298,123,366,415,945,205,2667,7625,0,0,41,755,16,100,5520,1032,33,348,774,960,632,740,1204,0,0,472,199,166,732,0,186,5343,117,1876,114,1306,175,24,2779,0,0,0
48,01017820,340,141,16,25129,268,1229,771,11,617,23,177,20,35,31,0,5156,356,1246,61,236,152,572,21,723,1080,46,166,564,90,183,183,11,921,1392,0,121,7,140,11,7,10191,132,33,102,35,78,48,312,109,60,748,208,32,89,90,1663,984,2396,7,782,8,138,17,0,267,68,848,1211
49,01018568,94,402,70,12997,373,2945,1551,391,0,15,0,0,14,21,18,0,442,2850,0,0,184,266,0,1149,0,0,0,535,0,0,107,0,4265,1029,0,0,25,212,28,82,3098,198,4,68,62,520,0,497,177,85,436,470,122,9,180,343,750,2168,199,607,16,0,0,11,12,281,114,1274
50,01018937,950,2021,226,59018,660,2803,998,215,999,26,24,275,173,49,14,7942,2755,9110,383,738,2682,1271,62,1412,2049,151,1050,1420,181,227,190,104,4703,4757,342,280,9,765,26,15,14189,46,20,56,0,133,29,631,182,268,1511,696,206,498,351,7315,7456,647,65,1051,130,0,43,14,0,152,36,360
51,01019058,188,1056,0,98087,0,12315,10749,532,808,77,3767,53,1117,23,0,1075,240,7673,623,867,2409,324,89,3089,9689,37,700,5725,3580,1475,608,141,10285,8688,446,410,56,1748,34,36,28153,886,252,742,560,788,0,256,440,0,1334,1264,0,576,2099,7954,368,1030,260,2533,0,631,140,7,7886,717,206,0
52,01019071,10034,4398,669,62818,374,2162,4562,1079,3729,219,964,58,694,110,855,7916,8365,15610,862,2024,3922,2616,80,3092,3380,164,287,442,1325,458,169,414,2805,8183,415,56,98,711,70,220,8547,512,51,160,445,391,20,817,514,1367,3519,0,572,3017,298,5028,9721,4183,1196,2933,374,2818,27,53,788,623,13,58
53,01019309,7008,8526,300,28798,569,5750,939,1585,931,58,1089,232,513,65,756,17600,3339,21308,0,682,4198,4140,120,2039,734,42,283,1180,1379,328,101,68,3321,15979,630,1591,45,576,104,204,23196,235,67,69,248,132,153,439,322,79,1519,648,802,463,1714,1564,9898,4875,100,1131,84,0,84,51,1807,236,234,396
54,01019674,0,97,29,6361,0,1049,1137,31,0,0,0,0,0,0,9,488,71,857,0,0,139,94,0,267,625,0,0,893,471,0,16,22,295,954,0,0,0,84,0,0,3173,0,0,0,18,8,24,133,75,0,52,76,13,42,67,120,222,176,7,277,0,222,28,0,0,145,0,0
55,01020175,2147,687,47,98193,1473,1587,21542,144,1520,193,113,53,20,74,72,6118,1361,3560,0,0,816,2185,87,5800,2034,36,171,102,82,0,86,80,1671,2872,81,25,9,468,15,116,29170,789,22,516,0,1074,23,978,355,0,883,0,281,17,1004,891,0,661,154,1067,33,1993,75,92,0,1189,5224,0
56,01020229,9605,0,1714,7331,0,1635,582,9980,8583,929,715,442,617,17,144,1618,8503,38503,0,10,4915,1150,14,2898,4382,32,0,57,646,0,0,99,461,9094,1286,1980,689,0,116,913,1926,0,317,34,18,0,0,3628,162,1188,4834,0,1218,658,319,5978,23453,571,232,3113,312,10138,56,127,0,438,0,3935
57,01020425,16311,0,883,19029,49,2177,1181,365,583,213,61,112,558,0,1227,470,2521,15016,0,0,0,0,364,3413,204,20,0,646,169,12,131,0,640,4374,1235,1589,131,35,244,233,4898,541,288,229,207,443,0,792,368,283,0,0,698,237,78,302,10108,3768,416,3771,1382,1083,128,52,0,276,1323,2004
58,01021265,0,893,85,41160,687,5281,1240,10,163,50,2,114,40,32,0,7131,541,2690,112,650,1161,475,91,3305,1212,94,87,696,680,477,925,20,667,3665,0,160,14,543,8,44,12436,248,0,124,230,253,76,531,181,128,1821,874,96,147,658,931,1534,4397,40,1022,0,328,36,19,1363,0,0,0
59,01021394,10,114,30,51286,1093,4056,2600,93,285,62,0,602,41,17,115,3280,176,3016,142,98,659,911,47,1793,3221,0,0,242,26,0,83,64,1995,2782,0,39,264,242,60,106,14948,572,50,472,213,793,654,82,1017,20,50,0,62,77,601,466,0,0,62,991,145,548,251,100,959,0,4136,0
60,01021397,977,346,67,9866,174,3613,1327,57,1866,97,2020,427,447,42,6,2203,610,4793,212,825,1940,1912,0,508,2034,415,154,1532,1141,283,31,436,5710,5080,680,180,9,486,3,20,13097,23,58,143,31,107,56,779,211,1568,2027,116,113,400,583,1462,2388,1768,41,2815,116,370,14,0,935,118,190,843
61,01021722,12144,13137,179,3308,58,537,516,4721,2634,374,84,252,2367,126,581,75,962,27085,1550,274,2869,230,50,3278,425,67,10,74,30,0,22,343,392,8896,1423,995,33,0,142,140,304,54,373,19,109,58,0,1725,413,289,4548,28,1771,1950,501,90,30228,3596,1506,6514,182,4825,18,866,45,52,64,307
62,01021750,0,0,0,4880,3,1892,20614,89,5,0,0,0,0,9,118,244,0,820,0,0,75,0,0,5523,3001,11,0,26,0,821,62,28,3221,732,0,15,0,3,0,199,4263,670,26,145,0,11,0,226,267,0,0,0,0,51,10,6,27,57,18,905,1997,648,0,32,0,0,3022,0
63,01022339,0,0,23,58550,949,5765,0,16,9,4,48,0,0,0,0,0,1041,5412,0,0,0,0,81,6494,0,0,0,955,0,0,374,0,0,6435,7,0,0,490,31,32,7370,1933,11,165,0,509,172,672,30,0,0,0,0,0,56,0,0,0,286,1169,107,0,0,43,2019,0,0,18
64,01022402,25967,222,0,40939,153,348,36,894,0,0,568,0,0,41,0,5242,12336,4862,0,2009,2522,3229,39,500,3126,13,284,690,1271,397,33,0,775,6601,330,239,0,2509,0,0,6701,93,0,72,0,101,0,225,116,0,28,0,187,37,3536,0,1057,11491,4,893,20,2881,12,682,0,504,0,315
65,01022407,0,0,0,143085,0,0,8969,30,82,78,4,0,38,70,11,7169,2184,4188,0,300,0,1229,0,5857,0,61,0,360,0,1384,710,0,11835,4580,93,0,0,999,12,7,38189,728,16,548,90,807,0,197,1684,0,0,0,85,0,3252,0,0,1187,316,274,312,0,382,22,0,0,0,1778
66,01022858,1579,1203,0,13678,182,2917,623,1037,892,392,239,299,571,321,9,12041,924,5382,763,446,2538,1441,141,276,1889,248,529,616,174,333,130,334,2678,5139,690,1182,15,900,0,0,16145,22,23,359,0,62,55,968,422,725,4797,644,0,1188,1484,1908,7724,7176,24,5032,15,2859,16,395,0,0,44,431
67,01023349,608,1827,165,69879,0,7760,7263,24607,5794,148,33,2575,455,82,346,11193,4173,20979,1186,0,3448,7562,110,4468,4224,287,1294,8404,1474,549,674,796,8027,15808,53,208,91,1093,16,29,25016,265,144,551,1565,455,93,2147,876,2371,3312,2281,618,1672,2605,17236,11383,1045,170,3362,383,523,121,81,3113,121,2861,1870
68,01023413,1430,0,290,20490,487,2448,2167,105,25,23,34,0,12,20,63,14011,998,8076,284,1288,1972,2478,25,1723,1783,85,933,774,0,212,58,100,73,5168,33,177,14,1334,18,0,7904,102,0,101,57,215,0,99,364,0,168,214,259,26,912,9681,2615,7866,22,1318,101,938,25,23,1148,0,1329,26
69,01024105,1187,54,9,14173,395,1691,709,30,112,12,43,45,12,0,30,1674,245,719,92,0,64,22,19,450,3285,105,77,3647,176,1059,107,27,1456,1370,14,0,10,161,3,0,19988,68,9,198,13,462,127,46,355,180,0,0,18,54,28,3049,1229,4410,15,2471,17,138,40,0,0,96,161,0
70,01024256,542,394,29,26707,0,1539,5528,193,0,73,11,0,11,6,0,1618,1016,1696,0,0,674,601,26,2003,653,31,155,19,0,975,74,0,345,1987,0,54,13,293,44,81,17545,218,11,131,69,260,73,190,319,0,57,289,49,14,2,2608,0,2876,79,393,118,0,0,8,1775,737,0,0
71,01024456,0,1192,9,18356,349,1808,1331,290,151,14,0,13,103,89,22,814,4902,12495,410,687,5275,2363,63,3337,3845,205,1977,356,0,805,260,256,8345,10943,19,211,3,2341,0,0,15005,90,0,34,103,259,40,305,423,155,545,659,250,106,2061,0,0,2889,27,769,70,3294,24,10,2194,39,983,0
72,01024630,0,0,1025,113875,0,11,1038,68,0,0,0,0,0,0,0,1675,1349,5832,0,0,802,1973,83,7925,0,0,181,858,0,0,190,0,2081,4535,14,0,0,2197,19,17,11804,1081,0,258,0,859,0,63,798,0,0,0,0,0,1222,0,14,1842,17,101,126,0,0,19,0,0,0,0
73,01025234,663,1238,0,26213,0,0,1740,11,0,0,36,0,37,0,0,4702,226,3702,154,151,4482,532,76,3182,419,184,291,1149,0,1310,154,99,3761,7466,14,20,0,1281,14,0,23007,390,0,0,0,0,0,0,0,0,150,496,0,0,309,701,17,12412,0,1003,67,0,0,25,0,0,0,0
74,01025972,5076,2733,250,82186,595,4711,4259,1283,4544,228,113,139,202,103,74,33890,2442,9995,662,1407,1822,1921,144,2864,4489,274,566,2123,1503,561,264,561,6660,9330,104,309,50,3087,43,130,21266,119,65,256,319,650,101,1418,552,780,3756,1150,510,1255,827,12808,16581,10816,68,5327,47,272,74,0,405,634,2923,500
75,01026921,0,0,0,41578,574,6222,5718,219,492,9,14,14,311,0,999,165,1391,7680,0,0,2179,850,0,3460,736,61,0,239,0,321,59,577,2623,7997,36,314,359,1012,32,4836,4648,1213,12,160,339,876,9,301,541,1042,0,0,282,33,578,1561,0,2630,119,1933,357,0,87,224,0,401,0,7620
76,01027404,0,1020,198,13989,379,8440,3329,283,2019,390,0,1039,428,54,110,1348,2105,11857,299,167,584,1704,496,2881,2339,130,3375,3240,0,262,397,835,903,6312,0,116,56,1109,35,8,14890,152,364,450,241,354,57,294,483,1434,1337,166,233,1378,1947,2502,3615,3855,76,1581,636,0,66,36,904,270,0,458
77,01027470,266,313,235,35968,316,3350,516,185,2889,28,378,239,439,113,9,3829,1287,10181,713,1707,2433,1987,408,837,383,63,2092,1592,686,763,1288,153,590,7951,0,498,29,2235,0,0,19764,109,0,66,213,188,36,400,400,1127,3910,267,0,773,1540,9135,1740,6989,15,459,19,4666,85,14,1392,531,3248,5704
78,01027537,0,4480,461,57811,2152,4535,9054,73,1167,456,0,1703,177,136,69,2668,2493,2960,132,1497,128,1587,74,1258,1172,49,302,1539,285,384,187,8,2292,8550,0,0,293,2144,52,119,28104,541,75,726,94,1061,538,419,705,3050,6992,829,193,1059,1111,21743,2876,19102,140,4928,165,867,115,25,2887,947,3532,1097
79,01027696,0,0,197,30692,402,5848,0,37,591,114,38,162,75,25,55,1789,661,2765,199,549,652,483,51,2029,2467,51,393,2950,1578,625,69,223,4997,2883,102,151,13,657,29,56,12388,223,115,304,514,655,430,286,476,354,1072,563,0,468,1520,7106,2027,2714,88,1217,219,881,71,0,0,85,717,463
80,01028951,2895,396,196,75875,0,14936,3816,2498,9809,372,413,213,418,303,43,11919,5268,24931,0,832,2422,1135,211,2128,10021,34,3452,8235,3075,592,256,279,22293,15541,555,251,43,1731,174,187,22331,264,84,582,226,633,284,1730,801,57,2343,3336,529,1665,5659,3972,5248,1908,166,3290,394,6222,97,44,3030,0,0,3274
81,01029036,20382,2534,84,43175,186,5421,2251,264,1163,273,0,904,214,116,124,12794,2538,20912,1297,874,2231,4566,166,1336,3133,128,2049,936,776,732,347,203,3586,8747,29,0,55,1663,24,79,15520,228,20,338,190,280,260,635,619,716,5729,541,373,1093,886,4919,14162,11995,48,3832,355,230,58,60,9,227,1494,1025
82,01029221,6881,948,20,7822,619,747,830,536,5898,35,59,1505,246,63,9,5418,1908,6096,714,566,1656,1782,57,549,532,201,525,2705,217,157,117,409,2665,4276,11,633,5,554,12,17,13010,0,18,64,31,68,0,140,405,2361,1251,297,307,1314,311,1470,0,1869,19,1990,21,903,14,128,8,17,108,426
83,01029606,0,434,98,19799,242,1490,435,174,20,33,107,31,37,54,28,4345,506,2945,172,473,424,858,43,787,726,79,276,1081,577,164,194,140,2393,4685,0,25,18,303,10,10,4473,31,0,90,121,89,43,394,144,244,629,482,137,602,475,631,5305,2679,29,465,67,1330,26,11,497,128,0,294
84,01029628,0,0,848,69968,498,10170,11753,117,1863,386,34,3433,349,137,39,1963,2880,8904,459,4261,2099,1959,90,1950,10202,71,2783,3487,1249,581,642,600,2565,12813,0,13,23,1544,18,48,23880,460,112,521,200,891,150,468,910,2332,7557,761,511,1366,2038,9779,730,4669,306,4435,229,1241,135,0,3667,293,0,458
85,01030956,797,884,238,58751,0,13860,7361,60,1451,204,226,376,251,27,284,3709,1312,3905,432,452,1300,602,156,1382,6515,17,169,6407,1790,317,376,0,2982,6575,19,72,182,538,103,85,13766,271,167,430,209,685,131,500,747,956,3667,379,183,2315,1132,12569,3897,11808,245,4267,271,955,183,37,1486,101,2298,2700
86,01031642,1588,314,0,10041,270,1613,304,432,996,144,665,124,285,100,0,6196,1660,4105,675,912,1716,1933,152,345,1096,53,301,902,740,338,33,346,694,10561,1134,120,0,1122,0,0,11054,0,22,229,0,114,25,906,147,700,2083,440,0,1002,530,474,3741,3509,21,2096,0,1131,0,176,128,40,992,26
87,01032098,0,213,64,8290,70,7904,1302,22,1359,478,1111,237,78,83,51,1677,2697,8599,648,829,778,1811,227,454,1532,38,759,908,357,85,69,414,2822,6637,283,412,7,1290,32,17,9801,677,15,194,305,676,45,1197,1025,994,1127,594,343,3400,803,770,4852,3717,24,2249,527,2075,20,7,583,23,1049,3293
88,01032516,7253,4157,148,21734,1274,8659,896,3746,1402,154,215,25,303,48,153,781,2372,5345,264,1239,1640,1635,7,1977,1463,31,24,1006,747,45,212,95,2649,2993,268,286,70,1273,47,73,2165,452,20,271,108,1476,281,136,817,36,12977,440,386,569,576,895,2705,1702,46,5393,243,54,112,18,2889,166,121,0
89,01032675,0,1226,0,65648,0,162,1971,109,889,41,37,21,62,0,82,21016,8579,4209,174,377,654,567,18,2608,5419,572,485,7422,0,879,1536,61,2962,8569,11,52,20,1555,64,0,36042,1668,3,132,0,322,259,472,1103,153,598,740,518,338,2562,443,9270,7215,155,1771,93,1364,238,20,1891,0,466,0
90,01032815,0,0,171,14210,352,2054,1189,114,3541,85,0,64,43,13,4,3169,1397,3830,157,323,595,490,43,1995,1100,24,540,495,1735,489,174,33,1114,5830,9,212,0,279,0,10,10303,0,17,75,0,131,117,604,247,0,363,713,159,305,708,1336,2739,1957,41,1564,31,2145,74,14,0,72,0,52
91,01033859,78,2772,427,84732,0,9865,2040,161,0,64,0,58,52,0,89,9557,328,8545,0,466,2033,222,67,19579,3571,16,0,1158,0,0,885,0,0,7014,0,0,57,2189,100,569,0,1007,8,1111,1347,1568,19,856,1238,0,447,0,381,81,384,22,21,202,393,3259,1422,0,158,210,4591,0,7709,0
92,01034215,5593,2705,568,10730,0,38723,0,218,6508,219,78,10126,503,67,95,14978,1213,6815,1512,2579,4967,3335,28,1257,4108,131,1331,453,936,129,122,150,1376,8493,473,161,128,748,93,315,24125,599,244,756,1849,1773,309,1154,724,6059,4058,4059,573,2966,822,7455,8721,7512,291,3722,352,202,34,91,0,0,0,3567
93,01034290,236,699,353,31220,768,5151,5147,2253,4520,633,679,687,206,91,31,10103,1851,7229,639,412,1848,1317,283,1536,9723,255,1990,5889,1850,1206,433,562,3209,7502,16,95,31,678,25,21,39695,66,50,79,355,165,18,1088,805,1129,6279,1808,245,3385,498,12367,5744,7538,488,7497,27,1061,61,4,2448,75,3736,1361
94,01034766,4662,9650,1078,1626,19,1858,706,7170,724,121,212,64,1922,0,545,2282,7913,30939,0,0,3498,3280,54,10057,863,0,584,49,1998,0,87,480,337,30828,103,1876,24,170,201,349,19618,124,276,271,13,306,39,228,304,7555,5182,0,1175,1114,5988,432,13422,123,181,18394,4203,0,87,440,12391,152,90,41172
95,01035306,264,2080,326,72493,718,5790,3086,547,4240,50,7820,32,481,116,66,2651,951,14546,1350,1459,4795,3096,82,3163,8462,529,4118,3838,8847,985,61,450,9081,16870,7889,2284,97,3148,39,76,19818,32,78,194,370,394,111,874,400,7534,3380,1691,307,2018,2551,9092,1163,11505,36,4676,80,136,35,3,1956,77,169,0
96,01035447,1870,13473,218,60534,1025,11062,8322,416,100,448,28,28,388,95,614,16485,484,31493,652,2653,1287,2152,76,9745,0,74,425,613,401,189,368,92,1336,10570,255,398,1007,1200,33,541,9279,1010,119,1217,0,3506,0,1810,2773,0,0,0,879,40,2306,6775,24264,7198,487,3733,111,189,263,118,4154,1581,5182,5120
97,01035552,155,106,0,3829,17,1690,513,40,1154,10,146,219,85,2,0,225,0,0,20,23,0,0,0,204,180,0,0,294,306,103,0,0,169,188,12,87,0,92,0,0,8541,18,23,0,9,44,30,0,182,223,1864,394,0,1504,44,274,70,630,14,1021,3,0,0,0,213,10,0,832
98,01035670,21052,6223,394,81528,1399,13301,5195,2056,2962,261,794,1321,792,357,171,15449,8014,26522,1326,4717,6555,7136,266,2346,9096,1075,4140,3738,3484,651,289,204,6151,14425,1449,1318,69,1490,172,280,53329,224,172,306,640,1229,46,2091,626,1793,4522,596,931,3645,2087,19865,13031,29167,228,6953,718,963,90,54,0,459,2614,1913
99,01035805,645,1606,104,3311,109,1222,506,427,2428,110,94,68,129,83,47,3205,1034,4929,315,376,1764,437,30,358,928,91,135,1108,171,11,36,262,598,3387,78,395,11,506,22,71,6165,33,44,64,156,248,38,319,197,647,2773,174,217,1258,242,1501,3699,3323,28,3171,43,801,35,0,110,135,229,138
100,01036226,0,238,20,125214,0,839,11757,2145,62,9,0,0,40,0,0,1135,1350,5300,0,330,544,1137,41,13549,5816,0,75,232,0,763,244,43,3399,5589,0,0,13,556,18,22,21146,1213,0,290,0,1445,0,201,175,0,164,0,88,36,408,0,0,844,130,765,37,0,365,4,6167,2347,8798,18
101,01037286,9,0,422,54101,0,5275,4933,409,16994,250,5125,1073,928,270,8,6077,10896,14826,573,3220,6098,6481,180,1019,969,562,646,9804,235,287,130,2513,5038,11478,1470,2425,0,984,55,120,15413,100,585,1102,0,292,0,1118,1429,3086,4328,1006,0,2759,307,3499,11763,8254,50,5483,85,189,90,190,1472,364,977,308
102,01037387,107,270,88,110916,3,7335,2708,1047,448,34,0,20,123,0,100,4314,6393,12733,0,889,2583,1857,8,4079,4823,124,1663,11003,490,1656,1240,453,6960,8248,23,6,15,1689,31,7,24056,250,17,219,234,484,0,2031,1118,0,242,0,349,497,1453,12378,0,6496,64,2136,218,2282,305,16,2126,697,65,1513
103,01038044,2157,0,701,15213,32,1745,791,319,8,88,0,0,75,23,183,394,9696,17073,0,0,0,0,14,6477,0,0,0,0,0,38,54,0,0,6626,0,177,196,53,0,63,78,523,73,61,501,528,0,1226,298,0,568,0,234,133,1199,0,0,0,723,896,526,0,20,623,2632,351,1362,4705
104,01038600,410,222,31,22611,148,1424,19680,105,214,0,14,9,62,14,0,3334,3541,3145,342,795,1169,1811,62,366,1493,105,227,1518,187,733,15,106,1581,4808,43,16,0,299,5,19,16818,111,0,24,38,121,59,1925,165,20,402,428,105,57,556,23,0,443,38,568,44,4575,33,4,1368,250,1151,6
105,01038859,0,1109,0,122678,0,0,0,82,115,85,0,129,67,100,90,1719,309,7049,0,0,1503,1296,198,6160,1413,194,476,5866,0,2730,185,225,3517,6561,20,96,162,462,18,42,11976,944,79,735,892,3351,505,527,1201,13,1298,0,207,244,1616,381,5485,4786,137,1197,302,0,365,69,0,0,0,7400
